-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50
'#001042','#003063','#00309C','#0000CE','#0000FF','#0034FF','#009AFF','#31CFFF','#63FFFF','#63FF9C','#63FF63','#63FF00','#BDFB08','#FFFF08','#FFFF84','#FFEB52','#FFCF00','#FF9A00','#FF6500','#FF3031','#FF3000','#FF0000','#E70000','#B50000','#9C0000','#680000','#840052','#A50073','#CE00CE','#FF00FF','#FF41FF','#FF82FF','#FFA2FF','#FFFFFF'
