-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32
'#400040','#600060','#aa00aa','#801080','#600040','#303366','#003399','#0000cc','#0000ff','#0055ff','#0099ff','#33ccff','#66ffff','#66ff99','#66ff66','#66ff00','#bffa0e','#ffff09','#ffff86','#fde851','#ffcc00','#ff9900','#ff6600','#ff3333','#ff3300','#ff0000','#cc0000','#990000','#6c0000','#4f0000'
