492,496,500,504,508,512,516,520,524,528,532,536,540,544,548,552,556,560,564,568,572,576,580,584,588,592,596,600,604,608
'#400040','#640060','#aa00aa','#801080','#600040','#303366','#003399','#0000cc','#0000ff','#0055ff','#0099ff','#33ccff','#66ffff','#66ff99','#66ff66','#66ff00','#bffa0e','#ffff09','#ffff86','#fde851','#ffcc00','#ff9900','#ff6600','#ff3333','#ff3300','#ff0000','#cc0000','#990000','#6c0000','#4f0000'
