0,0.1,0.2,0.5,1,2,5,10,15,20,25,30,35,40,45,50,55
#ffffff,#97e6ff,#33ccff,#0099ff,#00ff99,#33cc66,#66cc33,#66ff00,#a4f22f,#b7cf0e,#d6f017,#cc9900,#ff9900,#ff9966,#cc9999,#cc6633,#cc3333
